"","image","user","recallCount","tasselCount","type","question.ordinal","question.elapsed","difficulty","fmax","fmean","fmedian"
"4681",43,12,6,8,1,9,76.888,1,0.945703742751713,0.864493050847286,0.864864429573438
"4682",43,120,6,7,2,15,27.887,1,0.876404494382023,0.763403219009038,0.77661013258628
"4683",43,121,3,7,2,30,26.458,1,0.892864955357143,0.68893580380867,0.691577121671676
"4684",43,122,3,7,2,59,65.26,1,0.96112577962578,0.89633675962761,0.891478584227382
"4685",43,124,3,7,2,71,9.893,1,0.927556750941366,0.763290938363125,0.782710704104887
"4686",43,125,6,7,2,29,10.905,1,0.82903981264637,0.729638373224633,0.769228904867454
"4687",43,126,6,7,2,35,34.051,1,0.843262001156738,0.692017908389115,0.721267797287896
"4688",43,127,4,7,2,5,47.584,1,0.836398593200469,0.652242112804516,0.643547583995812
"4689",43,128,1,7,2,34,27.144,1,0.965878944645629,0.901243885676914,0.899758847074919
"4690",43,129,1,3,2,12,6.438,1,0.510545454545455,0.442409086929181,0.45679012345679
"4691",43,130,1,7,2,58,17.321,1,0.82008262454435,0.785411661402792,0.784420800840376
"4692",43,131,4,7,2,38,17.356,1,0.880179171332587,0.735461089277731,0.755680900068246
"4693",43,132,3,7,3,45,16.859,1,0.824102077151335,0.691461216356458,0.698854193479346
"4694",43,133,0,7,3,68,16.596,1,0.905601545253863,0.722313446685387,0.728411709071878
"4695",43,134,0,3,3,6,7.101,1,0.817636033857316,0.702871501950322,0.738242705570292
"4696",43,135,2,7,3,52,28.163,1,0.742785382059801,0.698232661680707,0.700972193466088
"4697",43,136,6,6,3,38,62.165,1,0.919502971366829,0.833188665799384,0.825601474101168
"4698",43,138,0,1,3,26,3.618,1,0.424647739221872,0.424647739221872,0.424647739221872
"4699",43,139,3,8,3,13,33.123,1,0.917606753812636,0.804488139125349,0.798728185117808
"4700",43,141,3,8,3,34,29.076,1,0.846612580834803,0.725798707461651,0.790966184749762
"4701",43,142,2,2,3,43,18.398,1,0.799519807923169,0.693046123042857,0.693046123042857
"4702",43,143,4,7,3,72,12.548,1,0.840907473309609,0.655386215738024,0.698574226102109
"4703",43,144,1,1,3,54,4.992,1,0.109640831758034,0.109640831758034,0.109640831758034
"4704",43,145,6,7,3,64,65.798,1,0.760074395536268,0.46974812452296,0.421216261597114
"4705",43,147,4,7,3,56,31.996,1,0.707221067221067,0.494233512818008,0.500302178891859
"4706",43,149,2,8,3,37,11.385,1,0.79933875,0.648383752099412,0.660209498462217
"4707",43,150,2,7,3,46,21.87,1,0.894416804864566,0.760327550519478,0.780864581452488
"4708",43,151,4,7,3,40,32.02,1,0.881431767337808,0.777837702865433,0.792520744258163
"4709",43,152,2,3,3,19,4.788,1,0.671978751660027,0.659972365232517,0.656556010928962
"4710",43,153,5,7,3,45,28.064,1,0.758535071384233,0.638409295532932,0.634748674937387
"4711",43,154,5,7,3,3,29.312,1,0.799519807923169,0.698154501234431,0.709545167698556
"4712",43,155,2,7,3,49,10.994,1,0.690736766809728,0.638106649300291,0.678460724160632
"4713",43,156,0,3,3,46,10.639,1,0.824587677725118,0.548245554691045,0.470776397515528
"4714",43,157,4,7,3,80,11.832,1,0.854524627720504,0.720036483429737,0.70718462823726
"4715",43,158,2,7,3,74,7.667,1,0.843288863109049,0.617730107523255,0.595207373778704
"4716",43,159,4,7,3,1,124.481,1,0.957790515893695,0.925247140078279,0.936600294724433
"4717",43,160,3,7,3,39,15.111,1,0.814939988116459,0.677734572041572,0.744120617183019
"4718",43,161,5,8,3,2,153.44,1,0.976458546571136,0.914096610274964,0.924408490151214
"4719",43,17,4,7,1,20,72.48,1,0.936170212765957,0.888816367172507,0.885350056925595
"4720",43,2,6,7,1,38,46.007,1,0.814463544754001,0.707889716119728,0.72228081826113
"4721",43,20,6,7,1,12,16.357,1,0.787143723468769,0.588282493196923,0.598660211177734
"4722",43,21,3,7,1,59,11.152,1,0.666499633699634,0.483627179062862,0.473106570760337
"4723",43,23,4,7,1,28,10.041,1,0.879978433598184,0.670929706433223,0.693102909873874
"4724",43,24,5,7,1,52,37.214,1,0.933333333333333,0.895220966509246,0.891629019725871
"4725",43,25,3,12,1,33,135.271,1,0.881431767337808,0.72417256691572,0.860253197458213
"4726",43,26,6,7,1,44,24.186,1,0.907700709994538,0.849316028528943,0.846262382629577
"4727",43,27,1,7,1,60,20.078,1,0.92821528525296,0.883546393608851,0.894096210364169
"4728",43,28,2,7,1,71,14.649,1,0.941129374337222,0.874566190191151,0.886834394358583
"4729",43,29,1,6,1,44,23.068,1,0.882308641975309,0.800374290082969,0.818682520808561
"4730",43,3,1,4,1,16,13.713,1,0.776857855361596,0.745507118425071,0.770375011852448
"4731",43,30,4,8,1,75,37.375,1,0.851792177466433,0.79471484357037,0.813586388005439
"4732",43,33,3,7,1,7,50.795,1,0.777720812182741,0.620461590180465,0.673977502978732
"4733",43,34,4,7,1,45,51.483,1,0.955067920585162,0.881669914106811,0.871422689519144
"4734",43,35,6,7,1,75,21.897,1,0.897464167585446,0.707503131377052,0.682693533877375
"4735",43,36,5,8,1,8,91.02,1,0.807394156231366,0.695013494878289,0.703288980352201
"4736",43,37,4,7,1,24,50.472,1,0.962766355140187,0.933914994157681,0.922703309648087
"4737",43,39,2,7,1,30,13.987,1,0.928986051502146,0.811473173411174,0.816584500715799
"4738",43,4,4,7,1,54,18.733,1,0.913527034407428,0.810877534213109,0.822538929866233
"4739",43,40,5,7,1,41,44.314,1,0.932764140875133,0.874264153274503,0.889241507145137
"4740",43,41,4,7,1,45,17.851,1,0.960498960498961,0.900666506017804,0.905050669930775
"4741",43,43,4,7,1,20,48.842,1,0.923088251218192,0.814694113771451,0.824653788782816
"4742",43,44,4,6,1,79,50.253,1,0.943498677948176,0.912179011200661,0.915989159891599
"4743",43,45,5,7,1,7,125.478,1,0.965873836608066,0.916312152607207,0.919585360894612
"4744",43,46,2,7,1,28,1433.953,1,0.949177461822012,0.903521350032956,0.913492280311233
"4745",43,47,0,7,1,80,37.291,1,0.955237447698745,0.890942678900026,0.888450337088336
"4746",43,49,4,7,1,63,18.523,1,0.890633983286908,0.835512538515873,0.863302334445589
"4747",43,51,2,3,1,52,8.494,1,0.589772939346812,0.512458133869973,0.483699772554966
"4748",43,52,5,6,1,78,18.765,1,0.804542737597131,0.725599856864511,0.766430476584621
"4749",43,53,6,7,1,79,26.06,1,0.877665544332211,0.821579779803829,0.817704327586364
"4750",43,54,6,7,1,18,51.417,1,0.87450759707372,0.745534948209917,0.752562362157558
"4751",43,55,2,7,1,44,19.852,1,0.91008174386921,0.875043933373372,0.868122353956923
"4752",43,56,6,8,1,56,29.85,1,0.887033945464663,0.684977937068231,0.773373054831466
"4753",43,57,4,7,1,74,24.321,1,0.969072164948454,0.898394265398373,0.921125799990457
"4754",43,58,2,7,1,36,15.191,1,0.876404494382023,0.778695770519486,0.785821583000047
"4756",43,60,2,7,1,41,25.117,1,0.952870477189303,0.909692171938649,0.921585433027637
"4757",43,61,3,7,1,56,16.918,1,0.945812995245642,0.91116368101068,0.931149274909847
"4758",43,62,3,7,1,52,15.835,1,0.943964002117523,0.851501878153766,0.871363504024498
"4759",43,63,4,8,1,76,15.892,1,0.858447488584475,0.754244349072704,0.781659800362976
"4760",43,64,5,7,1,70,61.099,1,0.802854368932039,0.685098089070264,0.683298683298683
"4761",43,65,5,7,1,73,95.037,1,0.855180309101317,0.767547517285039,0.806074492167942
"4762",43,66,4,7,2,38,17.452,1,0.940903020667727,0.842013129502643,0.851493392114226
"4763",43,67,5,7,2,12,36.862,1,0.911860718171926,0.818794617299695,0.817261270902074
"4764",43,68,5,7,2,15,24.489,1,0.928075228371843,0.838867930290369,0.847741214358631
"4765",43,69,1,7,2,69,38.172,1,0.96635367114788,0.898132904457015,0.894958362000233
"4766",43,7,6,8,1,77,17.33,1,0.83855981416957,0.741567461155175,0.738700861887744
"4767",43,71,5,7,2,43,47.151,1,0.877665544332211,0.796266951665913,0.798172789549228
"4768",43,72,4,7,2,57,30.412,1,0.955645768025078,0.873327962712769,0.874375206997808
"4769",43,73,5,7,2,31,23.833,1,0.906113249037933,0.739470016806202,0.755444928438083
"4770",43,75,5,8,2,3,49.004,1,0.857795545402627,0.710906718583809,0.715793140154787
"4771",43,76,6,7,2,27,64.458,1,0.914812805208899,0.857334392984672,0.86932566774464
"4772",43,77,1,7,2,7,12.562,1,0.829296535525543,0.667317277617318,0.663179353036596
"4773",43,8,2,6,1,27,8.899,1,0.859537304800463,0.786734997441994,0.800655555555555
"4774",43,80,6,7,2,43,19.16,1,0.91716296697347,0.828410148144333,0.837207730134843
"4775",43,81,2,7,2,10,40.082,1,0.946577613516367,0.882958524371679,0.885915994395454
"4776",43,82,3,8,2,67,28.584,1,0.916145890038106,0.77160519036057,0.78775254186694
"4777",43,83,2,7,2,31,15.94,1,0.954860878661088,0.86012068962941,0.899578536539922
"4778",43,84,3,7,2,6,12.553,1,0.889568143578239,0.807761014753137,0.831936962912709
"4779",43,85,4,7,2,79,20.404,1,0.895589117157135,0.752135816485457,0.768373062867906
"4780",43,87,5,7,2,16,66.136,1,0.965873836608066,0.898826976676705,0.902357727759604
"4781",43,89,4,8,2,59,33.303,1,0.871968415115623,0.789871770440074,0.813310592799288
"4782",43,90,3,7,2,3,29.085,1,0.897645695364238,0.835282281270423,0.853479941210688
"4783",43,91,4,7,2,9,34.76,1,0.962217142857143,0.891572014270253,0.901987300536984
"4784",43,92,5,7,2,47,16.964,1,0.936735778841042,0.815515269296259,0.824442205944737
"4785",43,94,4,9,2,52,66.899,1,0.952879581151832,0.759153071894589,0.886898305200927
"4786",43,95,5,6,2,35,11.578,1,0.874958873239437,0.7809399321909,0.82764731975507
"4787",43,96,6,7,2,39,12.705,1,0.891352549889135,0.720026452504377,0.726851007946751
"4788",43,98,2,7,2,7,37.264,1,0.943467938526762,0.881124219565213,0.910110198635627
"4789",44,1,3,5,1,43,24.616,2,0.905908096280088,0.822319324648788,0.823795852737811
"4790",44,10,3,5,1,44,49.559,2,0.960990634755463,0.917979634507446,0.928188638799571
"4791",44,101,1,5,2,68,54.052,2,0.963730569948187,0.920648034256089,0.913548387096774
"4792",44,103,4,5,2,3,41.821,2,0.950682056663169,0.901090092883746,0.895637769188294
"4793",44,104,4,5,2,14,56.744,2,0.929909042268593,0.821542049163223,0.868138087153367
"4794",44,105,2,5,2,31,19.203,2,0.843262001156738,0.561691362046326,0.570561454183267
"4795",44,106,2,4,2,51,7.676,2,0.887144611948632,0.834127420857307,0.840067151124914
"4796",44,107,3,5,2,49,10.803,2,0.905465783664459,0.809185719756285,0.794454490657022
"4797",44,109,2,5,2,23,52.587,2,0.955067920585162,0.897313158234669,0.907588846364133
"4798",44,11,2,5,1,28,51.062,2,0.963535510627268,0.917370138884768,0.912576419213974
"4799",44,110,2,5,2,19,14.535,2,0.954,0.730852303776902,0.729351969504447
"4800",44,113,2,5,2,17,16.038,2,0.922581445523193,0.789844253157877,0.793277987421384
"4801",44,114,5,5,2,59,20.397,2,0.944033790918691,0.884886319094673,0.890122086570477
"4802",44,115,4,5,2,29,19.966,2,0.888271261812118,0.822570874883886,0.831092928112215
"4803",44,116,0,5,2,78,36.059,2,0.934446933333333,0.823834494428404,0.787503136762861
"4804",44,117,3,5,2,9,82.55,2,0.955067920585162,0.907682104629215,0.917060869565217
"4805",44,118,3,5,2,31,16.07,2,0.943310417768377,0.784629048481899,0.76995544239338
"4806",44,119,3,5,2,61,37.352,2,0.963730569948187,0.910850166687914,0.906406130268199
"4807",44,12,4,5,1,35,28.944,2,0.955067920585162,0.874246175021432,0.900494777350192
"4808",44,120,4,5,2,11,26.017,2,0.901702361339923,0.778648085270047,0.8116458704694
"4809",44,121,1,5,2,79,54.481,2,0.941334041423261,0.844725608911025,0.837662492546213
"4810",44,122,3,5,2,75,155.888,2,0.93609589770911,0.882265958321883,0.90948745910578
"4811",44,124,2,5,2,77,8.45,2,0.910245614035088,0.761534382594599,0.733375554148195
"4812",44,125,3,5,2,72,8.922,2,0.91304347826087,0.859762429363902,0.854369175185778
"4813",44,126,3,5,2,6,63.74,2,0.869492811960897,0.822663215326713,0.837539272321881
"4814",44,127,2,5,2,44,22.464,2,0.897063474387528,0.752885015300738,0.793212765957447
"4815",44,128,2,5,2,77,32.572,2,0.94096174282678,0.910815858486166,0.918334234721471
"4816",44,129,0,2,2,28,2.851,2,0.543512021371327,0.43164105223691,0.43164105223691
"4817",44,130,0,5,2,56,15.931,2,0.921672806067172,0.795105664719593,0.834366467065868
"4818",44,131,2,5,2,46,9.821,2,0.911930054644809,0.798102910361334,0.827667057444314
"4819",44,132,2,5,3,11,11.361,2,0.731964888588791,0.64767826795715,0.624484181568088
"4820",44,133,1,5,3,21,13.592,2,0.897477437325905,0.753014244163436,0.810939357907253
"4821",44,134,0,3,3,37,7.798,2,0.899111479028698,0.795907411901115,0.793602492211838
"4822",44,135,0,5,3,15,6.428,2,0.63013698630137,0.574962747064171,0.583222789115646
"4823",44,136,4,5,3,49,24.529,2,0.864926220204313,0.771022509520044,0.763906056860321
"4824",44,138,0,1,3,32,2.556,2,0.0482926829268293,0.0482926829268293,0.0482926829268293
"4825",44,139,2,5,3,48,24.713,2,0.858579743888242,0.734604845581024,0.714652956298201
"4826",44,141,3,5,3,28,17.779,2,0.915201309328969,0.752886268907908,0.697068403908795
"4827",44,142,0,1,3,17,2.972,2,0.586478297872341,0.586478297872341,0.586478297872341
"4828",44,143,1,5,3,8,68.288,2,0.986315255955398,0.945432725485208,0.9533843733613
"4829",44,144,0,5,3,45,9.927,2,0.878300564971751,0.781012025985067,0.75805355976486
"4830",44,145,2,5,3,2,37.583,2,0.8096,0.725453304833678,0.768635561160151
"4831",44,147,3,4,3,16,14.031,2,0.760369191597708,0.635788404782769,0.623992946367417
"4832",44,149,2,13,3,22,244.791,2,0.929467455621302,0.853555334987228,0.862068168688619
"4833",44,150,3,5,3,18,15.547,2,0.920889370932755,0.812329152316108,0.842592592592593
"4834",44,151,3,5,3,53,260.187,2,0.941585585585586,0.856749699177615,0.883281355932203
"4835",44,152,2,2,3,44,5.706,2,0.813760379596679,0.785376150022081,0.785376150022081
"4836",44,153,2,4,3,20,48.823,2,0.955058577405858,0.821831974517906,0.830145284502869
"4837",44,154,1,4,3,27,7.83,2,0.845327820437094,0.719471313862205,0.707363720961287
"4838",44,155,3,5,3,41,8.252,2,0.913355227148331,0.758458805203262,0.723675813656669
"4839",44,156,0,5,3,21,11.394,2,0.8120999405116,0.751836821911903,0.757268447579305
"4840",44,157,4,5,3,6,15.453,2,0.916576381365114,0.751656312990896,0.766193707587909
"4841",44,158,0,5,3,68,6.521,2,0.591522658610272,0.529069641378753,0.52668255596283
"4842",44,159,2,5,3,67,16.504,2,0.978549540347293,0.905611371251088,0.889360755975542
"4843",44,160,2,5,3,38,34.624,2,0.931148525469169,0.841801478347714,0.814463544754001
"4844",44,161,2,5,3,11,57.81,2,0.961578400830737,0.930972852835979,0.946121244069584
"4845",44,17,3,5,1,62,60.307,2,0.959417273673257,0.859348882425837,0.91008174386921
"4846",44,2,3,5,1,2,36.128,2,0.90188882773803,0.716744873545095,0.720008460064833
"4847",44,20,3,5,1,66,28.805,2,0.890122086570477,0.739371993669799,0.733473007035465
"4848",44,21,1,5,1,8,16.175,2,0.831390838786437,0.650931334494915,0.635743519781719
"4849",44,23,2,5,1,25,12.714,2,0.896317954419122,0.713427052282869,0.727758797768162
"4850",44,24,5,5,1,75,45.301,2,0.938428874734607,0.903803544673434,0.932764140875133
"4851",44,25,3,5,1,50,27.554,2,0.946259220231823,0.91656191789735,0.924421849648459
"4852",44,26,3,8,1,12,333.017,2,0.871331828442438,0.475704038430044,0.677248677248677
"4853",44,27,3,5,1,24,35.352,2,0.955067920585162,0.891589352513396,0.899036996134732
"4854",44,28,2,5,1,60,15.943,2,0.956703182055295,0.904783969586035,0.879927601809955
"4855",44,29,5,5,1,79,37.127,2,0.908892525913803,0.790294239578795,0.756991920447483
"4856",44,3,2,3,1,30,12.904,2,0.887690582959641,0.706824687061439,0.642226748133062
"4857",44,30,3,15,1,49,52.281,2,0.93048128342246,0.822313073330585,0.822836962919364
"4858",44,33,0,4,1,49,10.402,2,0.800093052109181,0.694356513565365,0.734288808768447
"4859",44,34,3,5,1,12,114.732,2,0.941039236479321,0.846397362403736,0.881431767337808
"4860",44,35,4,5,1,76,16.299,2,0.885793871866295,0.758032144851167,0.708844415752098
"4861",44,36,1,5,1,18,8.326,2,0.921266522210184,0.779701349457978,0.8049841270764
"4862",44,37,2,5,1,61,31.746,2,0.957790515893695,0.912139014577073,0.910875616438356
"4863",44,39,1,5,1,48,18.585,2,0.938992042440318,0.888117048645011,0.906604958677686
"4864",44,4,3,5,1,33,17.76,2,0.929394426580922,0.827985988926265,0.817267888823182
"4865",44,40,4,5,1,49,47.93,2,0.952879581151832,0.839715714643745,0.877665544332211
"4866",44,41,2,5,1,20,21.819,2,0.965188405797101,0.896287003789528,0.943423423423423
"4867",44,43,3,5,1,16,26.156,2,0.914223669923996,0.874862148298076,0.880242117117117
"4868",44,44,4,5,1,17,67.3,2,0.970133882595263,0.889782359511013,0.952879581151832
"4869",44,45,3,5,1,20,72.027,2,0.962655601659751,0.939390390642911,0.94763435194942
"4870",44,46,2,5,1,58,519.896,2,0.981670061099796,0.918241201511538,0.90095154185022
"4871",44,47,0,5,1,59,30.68,2,0.970588053553038,0.87574181022704,0.875034482758621
"4872",44,49,4,5,1,33,23.035,2,0.933333333333333,0.813468335699913,0.86039886039886
"4873",44,51,1,2,1,79,5.812,2,0.62208557844691,0.550586515459196,0.550586515459196
"4874",44,52,3,5,1,60,17.225,2,0.89562721238938,0.716218636096903,0.658618376928236
"4875",44,53,3,5,1,78,36.633,2,0.952879581151832,0.914578626844341,0.924362655153805
"4876",44,54,3,5,1,19,20.584,2,0.927038626609442,0.761560543925859,0.778998778998779
"4877",44,55,2,5,1,52,98.928,2,0.900494777350192,0.849449179036924,0.855852153667055
"4878",44,56,1,5,1,73,16.135,2,0.916078431372549,0.754312144666103,0.732952938339378
"4879",44,57,4,5,1,43,25.694,2,0.955067920585162,0.90351852349277,0.898071625344353
"4880",44,58,1,5,1,28,12.969,2,0.905783664459161,0.828405557523294,0.869887818696884
"4881",44,6,0,1,1,71,9.999,2,0.345877358490566,0.345877358490566,0.345877358490566
"4882",44,60,0,5,1,79,12.436,2,0.946243799472296,0.86461168219719,0.860458452722063
"4883",44,61,2,5,1,37,45.411,2,0.926519913885899,0.81038475411355,0.869417750141323
"4884",44,62,3,5,1,77,12.735,2,0.91716296697347,0.808918217015233,0.796630565583634
"4885",44,63,0,8,1,50,21.311,2,0.902897464167585,0.645075841431295,0.722155688622754
"4886",44,64,3,5,1,31,21.285,2,0.89271,0.75328677005993,0.78419452887538
"4887",44,65,4,5,1,33,53.773,2,0.921251348435814,0.87983203467767,0.885172798216276
"4888",44,66,3,5,2,27,65.55,2,0.944591029023747,0.813185064416716,0.788612961841308
"4889",44,67,3,5,2,23,36.845,2,0.906506287588846,0.830966267949211,0.822143698468787
"4890",44,68,4,5,2,32,18.44,2,0.93560404470463,0.874941235783621,0.888888888888889
"4891",44,69,1,5,2,24,34.52,2,0.977738241308793,0.94609948798254,0.945703742751713
"4892",44,7,4,7,1,72,15.907,2,0.944033790918691,0.744632750560677,0.764669549104385
"4893",44,71,4,5,2,23,54.138,2,0.944591029023747,0.858922549585746,0.860011621150494
"4894",44,72,2,5,2,38,48.25,2,0.939129511677282,0.898605284362011,0.891208286674132
"4895",44,73,0,5,2,79,39.045,2,0.89196675900277,0.799274434172258,0.782158948685857
"4896",44,75,3,5,2,53,17.756,2,0.904781888459415,0.737125940375201,0.702983138780804
"4897",44,76,1,4,2,67,44.122,2,0.925303079416532,0.904445268172692,0.910675381263617
"4898",44,77,0,5,2,19,8.676,2,0.734977862112587,0.64875810961419,0.638890807485392
"4899",44,8,1,5,1,63,12.564,2,0.964337998963193,0.815269203267172,0.811820307692308
"4900",44,80,3,5,2,17,84.248,2,0.933901918976546,0.870135214881023,0.853621621621622
"4901",44,81,3,5,2,37,27.322,2,0.950682056663169,0.891782123743555,0.903920748486516
"4902",44,82,4,5,2,77,33.87,2,0.920669185105235,0.839006589771502,0.848203769140165
"4903",44,83,3,5,2,30,16.661,2,0.933333333333333,0.853624339595436,0.853868194842407
"4904",44,84,3,5,2,23,24.638,2,0.927613941018767,0.869267303279318,0.918334234721471
"4905",44,85,4,5,2,51,28.894,2,0.961578400830737,0.825927920570444,0.835855646100116
"4906",44,87,3,5,2,13,58.946,2,0.936170212765957,0.902190157674853,0.900540540540541
"4907",44,89,1,5,2,76,9.793,2,0.887759331476323,0.814676399143164,0.840727272727273
"4908",44,90,3,5,2,39,26.946,2,0.949027850761955,0.821039771837885,0.803827751196172
"4909",44,91,1,5,2,20,37.911,2,0.957790515893695,0.912906172447089,0.936443024494143
"4910",44,92,3,5,2,27,13.866,2,0.941244703389831,0.794159300660938,0.755444928438083
"4911",44,94,2,6,2,56,51.935,2,0.942358540454786,0.681516602876889,0.862145602193051
"4912",44,95,3,5,2,44,45.078,2,0.925886143931257,0.811863355743983,0.776758409785933
"4913",44,96,1,5,2,12,9.493,2,0.825129356172475,0.776362487733537,0.779730941704036
"4914",44,98,0,5,2,16,10.709,2,0.909493128092358,0.807133352230584,0.843069005847953
"4915",45,1,5,8,1,7,104.529,2,0.843262001156738,0.811441679051152,0.816303460176643
"4916",45,10,5,6,1,40,60.276,2,0.922413793103448,0.857342953416829,0.855783329290969
"4917",45,101,3,13,2,27,117.978,2,0.930768077129084,0.911765632446115,0.91626591582373
"4918",45,103,3,7,2,61,21.224,2,0.927038626609442,0.865870679453631,0.866844577415502
"4919",45,104,5,6,2,10,84.936,2,0.898678414096916,0.847514395520658,0.849737876455434
"4920",45,105,3,9,2,77,12.153,2,0.627977448907681,0.51140515418212,0.525635572811862
"4921",45,106,4,4,2,73,10.556,2,0.803827751196172,0.709126301396546,0.744670846641474
"4922",45,107,1,4,2,38,11.216,2,0.895829173599556,0.862556744420589,0.873857613258583
"4923",45,109,6,8,2,32,82.377,2,0.926462694578637,0.877237249297798,0.89272889934679
"4924",45,11,4,7,1,49,74.187,2,0.940677966101695,0.750287811793618,0.876247772061014
"4925",45,110,2,4,2,38,16.566,2,0.851854755043228,0.738529427200569,0.724532150280197
"4926",45,113,3,8,2,78,37.587,2,0.963585062240664,0.831187551685844,0.846617775577273
"4927",45,114,3,6,2,14,33.824,2,0.950638655462185,0.861845433193591,0.842592592592593
"4928",45,115,2,6,2,78,17.284,2,0.912585792349727,0.810601121805861,0.816941106256078
"4929",45,116,0,7,2,56,76.84,2,0.872348424068768,0.792200187704481,0.812393229995811
"4930",45,117,4,4,2,48,57.284,2,0.947922146238822,0.914256512398204,0.933255655380701
"4931",45,118,4,8,2,63,19.269,2,0.908892525913803,0.761795672414904,0.771584463748357
"4932",45,119,2,7,2,32,84.718,2,0.98693515704154,0.929491191997935,0.948174105561459
"4933",45,12,6,8,1,70,32.113,2,0.908892525913803,0.839897075617959,0.847325602787938
"4934",45,120,4,7,2,48,33.896,2,0.887033945464663,0.767184416235383,0.774665008206017
"4935",45,121,4,5,2,47,129.034,2,0.915401301518438,0.756506052175348,0.698763825634353
"4936",45,122,2,6,2,48,24.768,2,0.927973060344828,0.876063373231378,0.8998899889989
"4937",45,124,1,8,2,4,61.326,2,0.881349384098544,0.796787269632944,0.802067738918803
"4938",45,125,6,8,2,1,30.936,2,0.88205701509223,0.738215608873985,0.742916560000253
"4939",45,126,4,6,2,20,37.486,2,0.952879581151832,0.756286387530468,0.79961454755899
"4940",45,127,5,6,2,14,23.662,2,0.888888888888889,0.735375092042834,0.668867354514511
"4941",45,128,4,8,2,64,48.268,2,0.951869816272966,0.902225503429892,0.89461592057026
"4942",45,129,1,6,2,74,23.675,2,0.755592496765847,0.499522289369664,0.481397114654518
"4943",45,130,3,5,2,43,12.46,2,0.868285221391604,0.783090030330084,0.801677651288197
"4944",45,131,6,7,2,62,14.18,2,0.833819241982507,0.794707191780249,0.806210696865154
"4945",45,132,2,4,3,29,20.852,2,0.924152770306616,0.759611521126996,0.81903338849227
"4946",45,133,0,7,3,45,22.034,2,0.847942216981132,0.770750403445912,0.787273040306905
"4947",45,134,1,3,3,57,19.219,2,0.819956097560976,0.705256413826295,0.705256413826295
"4948",45,135,0,8,3,74,8.969,2,0.813376607470912,0.695148585706643,0.692156503052199
"4949",45,136,6,7,3,19,79.805,2,0.898071625344353,0.839087515363178,0.849913743530765
"4950",45,138,0,2,3,28,4.207,2,0.763585677749361,0.763585677749361,0.763585677749361
"4951",45,139,3,7,3,7,36.052,2,0.867359589041096,0.795583730396686,0.818746050280195
"4952",45,141,0,6,3,71,16.122,2,0.815853836784409,0.628080397948957,0.603980504366472
"4953",45,142,0,3,3,33,7.491,2,0.840487345497351,0.760958683281672,0.758103555832813
"4954",45,143,2,6,3,16,52.809,2,0.955395713538944,0.888764908374136,0.887033945464663
"4955",45,144,1,1,3,49,20.525,2,0.158379373848987,0.158379373848987,0.158379373848987
"4956",45,145,4,5,3,13,42,2,0.825417901600474,0.541006726278763,0.479087452471483
"4957",45,147,6,7,3,51,17.348,2,0.779743746186699,0.579439945239925,0.616609487801098
"4958",45,149,4,18,3,26,37.558,2,0.834498834498834,0.72855842954567,0.723258871805825
"4959",45,150,2,7,3,13,35.266,2,0.873797035347777,0.772241004697962,0.807537766150339
"4960",45,151,5,6,3,30,27.754,2,0.87450759707372,0.827226207954019,0.823529411764706
"4961",45,152,2,2,3,41,53.588,2,0.831092928112215,0.79249350455455,0.79249350455455
"4962",45,153,5,9,3,21,68.25,2,0.92530897367007,0.829514241082076,0.832457278705329
"4963",45,154,2,4,3,45,10.572,2,0.851064252336449,0.778728181512946,0.792090211961402
"4964",45,155,3,6,3,45,9.784,2,0.821901877649909,0.557561199909378,0.546361255327393
"4965",45,156,1,7,3,2,31.984,2,0.835730861244019,0.65282867390483,0.67343726800297
"4966",45,157,5,10,3,25,33.925,2,0.884551031790296,0.751362678084209,0.766568413045545
"4967",45,158,0,4,3,57,22.284,2,0.688896899783706,0.544156674200233,0.556873028589913
"4968",45,159,2,5,3,73,15.392,2,0.976668372569089,0.91377281813813,0.904109589041096
"4969",45,160,4,6,3,25,31.182,2,0.910675381263617,0.724202979478409,0.737696694839552
"4970",45,161,3,3,3,44,38.699,2,0.944033790918691,0.930302069323179,0.93560404470463
"4971",45,17,5,8,1,25,101.195,2,0.97119341563786,0.913632255045227,0.906075974143037
"4972",45,2,6,8,1,9,28.548,2,0.856489422527158,0.728685123979704,0.714217342319071
"4973",45,20,5,8,1,79,25.185,2,0.833491207502931,0.7236184400828,0.709744528584505
"4974",45,21,4,8,1,33,36.945,2,0.78345498783455,0.594503711919594,0.565902197023388
"4975",45,23,4,7,1,44,16.676,2,0.834486102897694,0.690723349307297,0.66709758842794
"4976",45,24,5,10,1,44,48.706,2,0.942702330508475,0.874568907560465,0.860712257645818
"4977",45,25,5,7,1,27,52.981,2,0.933088188134687,0.891583956327136,0.908590834426231
"4978",45,26,5,7,1,22,34.507,2,0.865830392714855,0.805118506193051,0.816026080363062
"4979",45,27,3,6,1,16,73.056,2,0.943964002117523,0.901608004427344,0.896247240618102
"4980",45,28,0,5,1,53,33.638,2,0.960935550935551,0.899745790702068,0.927155172413793
"4981",45,29,5,6,1,55,22.759,2,0.889505830094392,0.789861723894644,0.816403818128876
"4982",45,3,2,5,1,23,14.037,2,0.888639371845205,0.748308997941805,0.722766887417219
"4983",45,30,4,23,1,73,105.712,2,0.914825,0.863560197507796,0.880481972407155
"4984",45,33,1,3,1,15,214.515,2,0.804542737597131,0.757931500951912,0.736187165775401
